Floating ice,Ice_attachment
Sea ice,Ice_source
Sea-ice,Ice_source
Fast-ice edge,Ice_arrangement
Fast-ice edges,Ice_arrangement
Fast ice edge,Ice_arrangement
Fast ice edges,Ice_arrangement
Fast ice boundary,Ice_arrangement
Fast ice boundaries,Ice_arrangement
Fast ice,Ice_attachment
Drift ice,Ice_concentration
pack ice,Ice_concentration
Ice of land origin,Ice_source
New lake ice,Ice_devel
Thin lake ice,Ice_devel
Medium lake ice,Ice_devel
Very thick lake ice,Ice_devel
Thick lake ice,Ice_devel
Very thick lake ice,Ice_devel
Lake ice,Ice_source
River ice,Ice_source
white ice first stage,Ice_devel
white ice second stage,Ice_devel
Grey-white ice,Ice_devel
white ice,Ice_devel
New ice,Ice_devel
Frazil ice,Ice_devel
Grease ice,Ice_devel
Slush,Ice_devel
Shuga,Ice_devel
Dark nilas,Ice_devel
Light nilas,Ice_devel
Nilas,Ice_devel
Standing floe,Ice_surface
Standing floes,Ice_surface
Ice rind,Ice_devel
Ice rinds,Ice_devel
Pancake ice,Ice_form
Young ice,Ice_devel
Grey ice,Ice_devel
Thin first-year ice,Ice_devel
Thin first year ice,Ice_devel
Medium first-year ice,Ice_devel
Medium first year ice,Ice_devel
Thick first-year ice,Ice_devel
Thick first year ice,Ice_devel
First-year ice,Ice_devel
First year ice,Ice_devel
Old ice,Ice_devel
Residual ice,Ice_devel
Second-year ice,Ice_devel
Second year ice,Ice_devel
Multi-year ice,Ice_devel
Multiyear ice,Ice_devel
Snow Ice,Ice_devel
Fast ice,Ice_attachment
Young coastal ice,Ice_attachment
Icefoot,Ice_attachment
Icefeet,Ice_attachment
Anchor ice,Ice_attachment
Grounded ice,Ice_attachment
Stranded ice,Ice_attachment
Grounded hummock,Ice_attachment
Grounded hummocks,Ice_attachment
Compact ice,Ice_concentration
Consolidated ice,Ice_concentration
Very close ice,Ice_concentration
Close ice,Ice_concentration
Very open ice,Ice_concentration
Open ice,Ice_concentration
Open water,Ice_concentration
Bergy water,Ice_concentration
Ice-free,Ice_concentration
Ice free,Ice_concentration
Pancake ice,Ice_form
Floeberg,Ice_form
Floebergs,Ice_form
Floebit,Ice_form
Floebits,Ice_form
Floe,Ice_form
Floes,Ice_form
Ice breccia,Ice_form
Brash ice,Ice_form
Glacier berg,Ice_form
Glacier bergs,Ice_form
Tabular berg,Ice_form
Tabular bergs,Ice_form
Ice island,Ice_form
Ice islands,Ice_form
Iceberg,Ice_form
Icebergs,Ice_form
Bergy bit,Ice_form
Bergy bits,Ice_form
Growler,Ice_form
Growlers,Ice_form
Large ice field,Ice_arrangement
Large ice fields,Ice_arrangement
Medium ice field,Ice_arrangement
Medium ice fields,Ice_arrangement
Small ice field,Ice_arrangement
Small ice fields,Ice_arrangement
Ice field,Ice_arrangement
Ice fields,Ice_arrangement
Ice patch,Ice_arrangement
Ice patches,Ice_arrangement
Ice massif,Ice_arrangement
Ice massifs,Ice_arrangement
Belt,Ice_arrangement
Belts,Ice_arrangement
Tongue,Ice_arrangement
Tongues,Ice_arrangement
Strip,Ice_arrangement
Strips,Ice_arrangement
Ice isthmus,Ice_arrangement
Ice isthmuses,Ice_arrangement
Bight,Ice_arrangement
Bights,Ice_arrangement
Ice jam,Ice_arrangement
Ice jams,Ice_arrangement
Compacted ice edge,Ice_arrangement
Compacted ice edges,Ice_arrangement
Jammed brash barrier,Ice_arrangement
Jammed brash barriers,Ice_arrangement
Diffuse ice edge,Ice_arrangement
Diffuse ice edges,Ice_arrangement
Ice edge,Ice_arrangement
Ice edges,Ice_arrangement
Ice boundary,Ice_arrangement
Ice boundaries,Ice_arrangement
Iceberg tongue,Ice_arrangement
Iceberg tongues,Ice_arrangement
Marginal Ice Zone,Ice_arrangement
Marginal Ice Zones,Ice_arrangement
Diverging,Eventuality
